Customer ID,1st Order Profit,Subsequent Order Profit,Subsequent Orders Count,Total value of all promotions
7643,18,65,8,19
7644,26,0,0,4
7645,4,30,2,24
7646,24,66,9,10
7647,18,0,0,0
7648,3,128,8,0
7649,19,0,0,4
7650,3,20,2,11
7651,15,134,16,29
7652,8,56,7,19
7653,2,38,5,12
7654,10,110,8,0
7655,11,37,7,7
7656,16,19,1,6
7657,20,59,4,0
7658,4,116,8,0
7659,2,0,0,1
7660,24,58,6,22
7661,19,59,6,0
7662,9,60,6,0
7663,17,42,4,27
7664,21,39,8,0
7665,5,79,6,0
7666,20,104,12,24
7667,11,0,0,0
7668,10,0,0,0
7669,2,48,5,14
7670,7,11,2,0
7671,24,19,1,0
7672,3,82,8,59
7674,15,38,5,0
7675,4,176,10,7
7676,26,0,0,2
7677,1,73,13,29
7678,19,4,1,0
7679,11,72,7,0
7680,17,0,0,0
7681,10,46,5,1
7682,24,7,1,0
7683,16,0,0,3
7684,4,33,10,3
7685,5,43,12,24
7686,6,0,0,1
7687,7,38,6,0
7688,2,54,5,35
7689,5,28,6,16
7690,2,5,2,0
7691,28,0,0,6
7692,15,0,0,0
7693,8,0,0,0
7694,13,26,6,6
7695,2,17,2,6
7696,17,115,10,16
7698,15,26,4,0
7699,11,47,4,7
7700,12,29,5,9
7701,4,0,0,3
7702,20,69,7,7
7703,21,131,17,42
7704,14,32,5,0
7705,6,0,0,1
7706,8,77,8,12
7707,17,44,8,9
7708,13,7,1,3
7709,9,0,0,0
7710,5,108,11,0
7711,8,63,4,34
7712,19,14,2,0
7713,12,16,6,2
7714,22,50,7,23
7715,15,190,12,57
7716,14,10,2,0
7717,3,7,1,4
7718,6,0,0,2
7719,18,8,2,13
7720,9,58,8,11
7721,9,12,5,1
7722,17,10,2,8
7724,4,14,3,0
7725,16,191,14,64
7726,9,66,9,0
7727,6,158,12,0
7728,30,21,3,13
7729,15,36,6,0
7730,8,90,10,2
7731,6,0,0,1
7732,12,16,4,9
7733,7,123,13,41
7734,3,0,0,1
7735,17,0,0,1
7736,28,194,14,48
7737,44,0,0,2
7738,15,0,0,4
7739,40,91,5,23
7740,6,0,0,0
7741,15,37,9,16
7742,15,123,14,0
7743,17,110,8,17
7744,3,44,6,0
7745,3,28,2,4
7746,19,0,0,4
7747,6,0,0,2
7748,15,32,4,8
7749,11,8,4,4
7750,13,53,6,34
7751,12,97,9,3
7752,33,0,0,0
7753,12,38,7,0
7754,15,62,6,15
7755,13,48,5,0
7756,19,52,6,27
7757,10,76,9,0
7758,19,18,1,3
7759,20,6,3,0
7760,10,40,8,20
7761,11,103,10,0
7762,14,57,6,5
7763,23,0,0,6
7764,36,259,22,9
7765,4,21,2,6
7766,3,45,4,0
7767,9,57,9,9
7768,5,90,7,15
7769,22,8,1,1
7770,10,0,0,0
7771,31,14,1,8
7772,6,149,13,37
7773,3,15,1,5
7774,13,49,6,19
7775,15,32,3,21
7776,5,18,9,2
7777,5,0,0,1
7778,19,15,3,0
7779,13,11,1,4
7780,19,196,10,0
7781,16,60,8,0
7782,25,43,7,7
7783,6,78,9,10
7785,15,26,3,2
7786,17,20,4,0
7787,12,41,3,2
7788,13,0,0,2
7789,33,51,8,11
7790,6,186,20,19
7791,8,28,4,12
7792,10,58,9,23
7793,13,55,3,0
7794,18,209,17,46
7795,8,101,10,17
7796,5,0,0,1
7797,22,121,8,0
7798,25,39,4,20
7799,17,58,7,0
7800,20,0,0,0
7801,12,0,0,3
7802,5,97,9,19
7803,5,20,6,1
7804,13,3,1,0
7805,20,0,0,0
7806,13,13,2,12
7807,3,48,5,0
7809,10,71,6,45
7810,12,84,6,20
7811,16,107,9,0
7812,10,97,8,36
7813,23,2,1,2
7814,14,108,10,33
7815,22,139,22,6
7816,13,21,2,7
7817,18,94,6,0
7818,8,106,8,46
7819,15,50,3,0
7820,2,28,3,9
7821,3,124,9,18
7822,19,0,0,5
7823,28,45,4,38
7824,16,0,0,1
7825,5,118,12,13
7826,31,34,3,0
7827,21,91,7,2
7828,2,30,6,2
7829,21,34,4,0
7830,7,123,10,15
7831,12,118,12,10
7832,10,26,2,0
7833,18,0,0,3
7835,4,45,2,7
7836,12,45,4,27
7837,9,54,14,17
7838,3,69,6,1
7839,10,8,2,0
7840,10,0,0,3
7841,21,66,6,4
7842,8,0,0,0
7843,10,24,4,0
7844,23,43,3,6
7845,35,72,12,40
7846,2,39,6,0
7847,2,0,0,1
7848,2,91,10,14
7849,19,38,6,0
7850,8,56,8,14
7851,2,102,12,2
7852,20,39,4,12
7853,8,10,5,3
7854,13,40,7,4
7855,9,0,0,0
7856,29,32,2,8
7857,18,31,2,6
7858,26,0,0,1
7859,20,36,7,26
7860,17,41,7,13
7861,13,88,6,18
7862,4,34,4,11
7863,17,39,4,0
7864,27,31,3,32
7865,24,81,9,1
7866,23,136,7,0
7867,8,163,10,50
7868,3,0,0,1
7869,23,37,5,9
7870,8,15,3,0
7871,17,0,0,4
7872,5,91,10,14
7873,7,32,3,3
7874,24,0,0,5
7875,24,60,6,1
7876,17,13,1,0
7877,13,88,9,0
7878,4,0,0,0
7879,12,70,5,22
7880,4,12,6,0
7881,19,128,10,23
7882,12,41,4,17
7883,2,84,8,13
7884,6,36,6,20
7885,3,0,0,0
7886,20,43,4,17
7887,10,99,12,15
7888,29,15,3,6
7889,11,82,8,15
7890,3,98,13,0
7891,16,61,9,13
7892,18,0,0,3
7893,24,81,10,0
7894,14,145,8,15
7896,19,57,7,0
7897,16,0,0,0
7898,11,84,9,16
7899,18,63,4,19
7900,6,22,4,0
7901,13,88,7,13
7902,24,31,2,5
7903,36,74,8,1
7904,18,72,10,27
7905,6,14,2,7
7906,5,16,4,1
7907,18,70,10,7
7908,26,9,1,4
7909,16,34,10,0
7910,8,5,2,3
7911,7,37,3,5
7912,7,25,5,13
7913,11,24,4,5
7914,11,62,9,16
7915,2,0,0,0
7916,11,21,4,5
7917,4,32,4,12
7918,3,14,4,0
7920,3,23,4,0
7921,7,0,0,2
7922,19,48,6,0
7923,15,138,8,6
7924,20,99,4,6
7925,15,2,1,0
7926,2,34,5,7
7927,15,44,7,5
7928,14,7,1,0
7929,10,4,1,6
7930,13,44,6,7
7931,2,16,2,0
7932,21,13,3,2
7933,21,15,3,2
7934,15,37,13,1
7935,19,64,6,22
7936,30,34,3,0
7937,3,0,0,0
7938,18,23,2,6
7939,10,114,17,9
7940,8,0,0,1
7941,12,196,17,73
7942,11,43,6,22
7943,5,24,7,3
7944,20,10,1,0
7946,23,194,12,0
7947,19,105,8,58
7948,3,116,8,34
7949,2,0,0,0
7950,4,68,6,10
7951,2,0,0,0
7952,2,4,2,0
7953,10,86,6,2
7954,12,30,4,0
7955,8,42,4,0
7956,15,16,3,0
7957,22,46,4,41
7958,9,39,4,3
7959,11,39,8,11
7960,22,96,9,0
7961,21,67,4,10
7962,14,63,6,8
7963,16,6,1,2
7964,3,37,4,7
7965,15,10,1,7
7966,13,87,8,0
7967,2,11,7,6
7968,2,139,17,12
7969,28,24,1,8
7970,28,0,0,8
7971,6,58,12,16
7972,2,44,11,5
7973,19,7,1,2
7974,4,16,2,0
7975,10,11,2,0
7976,3,14,2,2
7977,16,0,0,0
7978,11,38,5,3
7979,3,36,10,0
7980,12,83,13,0
7981,5,19,4,0
7982,4,47,9,7
7983,2,22,6,0
7984,3,13,4,1
7985,18,262,22,6
7986,8,154,11,20
7987,13,54,6,13
7988,2,9,1,2
7989,5,153,13,32
7990,13,20,9,0
7991,13,0,0,2
7992,16,76,6,9
7993,9,132,10,0
7994,3,21,3,2
7995,8,0,0,0
7996,24,72,6,50
7997,12,36,6,21
7998,10,65,7,1
7999,2,19,2,2
8000,7,32,4,19
8001,2,0,0,0
8002,9,37,5,13
8003,3,55,9,10
8004,14,69,5,3
8005,5,12,1,3
8007,12,149,12,20
8008,37,7,1,0
8009,16,11,1,7
8010,2,28,4,8
8011,5,20,3,0
8012,19,32,3,0
8013,14,20,2,10
8014,9,8,1,6
8015,17,0,0,1
8016,5,53,5,32
8017,10,93,7,11
8018,11,16,8,0
8019,9,0,0,0
8020,2,0,0,1
8021,5,0,0,1
8022,5,0,0,2
8023,20,98,9,3
8024,24,28,4,1
8025,7,34,6,5
8026,12,54,11,39
8027,10,34,4,0
8028,10,36,3,1
8029,3,75,14,10
8031,6,20,6,0
8032,2,0,0,0
8033,15,47,4,7
8034,21,75,10,11
8035,29,62,7,2
8036,12,54,7,12
8037,8,28,7,8
8038,7,0,0,0
8039,12,0,0,0
8040,2,15,1,8
8041,24,66,6,4
8042,3,0,0,0
8043,16,295,17,80
8044,3,0,0,1
8045,17,0,0,0
8046,19,15,1,0
8047,17,27,2,0
8048,7,94,11,0
8049,5,64,7,3
8050,20,191,13,0
8051,7,53,4,3
8052,9,66,7,1
8053,13,0,0,0
8054,5,190,19,37
8055,12,216,19,65
8057,2,47,5,1
8058,3,0,0,0
8059,2,66,7,11
8060,2,37,4,4
8061,11,0,0,0
8062,5,9,1,2
8063,10,0,0,5
8064,10,30,6,7
8065,7,5,1,1
8066,11,28,2,16
8067,8,48,5,0
8068,19,0,0,0
8069,16,32,6,4
8070,6,0,0,2
8071,15,73,9,10
8072,5,149,16,33
8073,25,0,0,0
8074,7,34,6,16
8075,6,43,5,15
8076,12,40,4,0
8077,19,82,6,0
8078,21,23,6,0
8079,12,31,4,0
8080,11,0,0,1
8081,10,37,4,7
8082,14,10,4,0
8083,12,120,10,0
8084,3,27,6,0
8085,28,27,3,0
8086,18,0,0,4
8087,7,15,2,0
8088,43,0,0,0
8089,34,0,0,10
8090,25,54,5,0
8091,3,55,4,8
8092,44,25,4,0
8093,16,0,0,0
8094,11,18,6,9
8095,30,44,5,5
8096,9,30,5,0
8097,25,217,16,0
8098,17,0,0,0
8099,3,0,0,1
8100,11,115,10,42
8101,8,25,6,0
8102,8,67,7,8
8103,22,52,7,7
8104,7,24,3,1
8105,10,0,0,1
8106,2,73,14,19
8107,10,6,1,0
8108,2,54,7,14
8109,19,28,1,0
8110,9,12,1,3
8111,6,0,0,1
8112,7,0,0,0
8113,2,32,7,0
8114,24,0,0,6
8115,27,0,0,9
8116,16,75,7,0
8118,7,66,7,10
8119,17,26,3,25
8120,14,0,0,0
8121,11,78,11,10
8122,26,248,17,61
8123,26,35,3,5
8124,3,17,4,6
8125,22,87,10,0
8126,19,139,12,0
8127,32,127,10,17
8128,28,6,3,3
8129,3,21,1,3
8130,22,11,2,7
8131,3,18,5,3
8132,7,109,7,12
8133,11,43,6,14
8134,12,8,1,5
8135,10,50,6,0
8136,22,0,0,0
8137,29,44,4,2
8138,5,0,0,0
8139,14,51,8,22
8140,8,37,4,0
8142,7,69,6,0
8143,20,21,3,0
8144,12,62,7,2
8145,32,55,3,0
8146,9,186,13,55
8147,22,4,1,8
8148,10,0,0,0
8149,3,46,5,5
8150,8,0,0,0
8151,27,11,1,5
8152,12,83,6,0
8153,2,22,6,12
8154,4,18,4,0
8155,10,72,12,21
8156,6,20,4,1
8157,10,66,6,5
8158,3,0,0,0
8159,15,153,12,0
8160,14,0,0,2
8161,21,26,3,5
8162,12,9,1,6
8163,18,43,4,22
8164,17,69,7,2
8165,20,0,0,3
8166,12,42,4,0
8168,19,34,4,0
8169,20,17,3,0
8170,4,73,11,0
8171,19,17,2,1
8172,17,62,6,0
8173,22,0,0,0
8174,12,8,1,8
8175,16,62,6,8
8176,2,11,6,0
8177,2,7,1,8
8178,4,0,0,1
8179,2,69,6,15
8180,2,42,7,0
8181,2,62,8,0
8182,14,135,14,0
8183,19,49,9,0
8184,17,56,7,0
8185,12,43,4,6
8186,24,120,9,15
8187,12,0,0,0
8188,2,12,1,1
8189,4,82,13,16
8190,17,0,0,6
8191,12,74,7,23
8192,2,32,5,0
8193,25,104,9,14
8194,16,0,0,2
8195,6,15,6,0
8196,9,119,13,16
8197,2,30,6,9
8198,9,0,0,1
8199,7,0,0,0
8200,20,18,2,2
8201,7,42,5,11
8202,16,20,4,0
8203,7,29,6,0
8204,9,42,5,6
8205,2,16,3,7
8206,24,22,3,15
8207,12,27,3,0
8208,23,13,2,1
8209,13,117,4,4
8210,20,0,0,0
8211,5,0,0,3
8212,5,0,0,2
8213,26,14,1,0
8214,8,45,6,2
8215,7,42,5,2
8216,2,0,0,0
8217,19,0,0,1
8218,21,56,4,10
8219,7,38,3,2
8220,6,37,6,17
8221,15,27,2,20
8222,3,156,9,0
8223,14,76,10,2
8224,7,98,7,16
8225,13,17,2,2
8226,26,65,7,2
8227,27,0,0,2
8229,18,25,8,18
8230,11,9,2,6
8231,8,43,5,0
8232,5,42,7,15
8233,6,26,5,3
8234,33,0,0,7
8235,26,88,6,0
8236,8,0,0,0
8237,16,0,0,4
8238,14,54,9,0
8239,5,38,5,8
8240,13,33,6,0
8241,7,15,2,13
8242,11,18,1,2
8243,17,59,6,18
8244,4,71,13,0
8245,6,52,6,10
8246,9,2,1,1
8247,22,0,0,4
8248,19,140,7,0
8249,20,49,4,19
8250,4,73,9,0
8251,13,37,4,4
8253,25,213,16,50
8254,3,23,4,1
8255,17,147,12,0
8256,12,71,7,4
8257,15,0,0,0
8258,2,79,6,0
8259,6,19,3,12
8260,11,89,20,4
8261,18,213,14,0
8262,22,8,1,0
8263,13,17,4,7
8264,7,0,0,2
8265,13,18,6,6
8266,15,32,4,5
8267,24,0,0,11
8268,3,98,11,4
8269,8,30,4,6
8270,22,0,0,3
8271,4,0,0,1
8272,3,0,0,0
8273,9,0,0,1
8274,2,0,0,0
8275,4,0,0,0
8276,11,0,0,3
8277,13,0,0,0
8279,12,0,0,0
8280,8,0,0,3
8281,17,0,0,5
8282,2,58,6,1
8283,25,173,11,27
8284,2,22,2,7
8285,2,15,1,2
8286,3,25,3,1
8287,18,0,0,5
8288,21,0,0,4
8289,11,80,10,29
8290,16,61,11,0
8291,13,30,6,16
8292,11,64,10,12
8293,12,33,3,0
8294,11,51,7,3
8295,12,19,3,1
8296,16,26,6,12
8297,15,0,0,1
8298,9,36,4,6
8299,6,103,10,5
8300,6,22,3,3
8301,13,90,7,30
8302,8,71,4,8
8303,17,73,5,0
8304,16,24,4,9
8305,12,0,0,0
8306,15,59,5,14
8307,2,0,0,0
8308,5,102,12,15
8309,23,16,4,0
8310,9,21,2,5
8311,30,0,0,5
8312,6,0,0,0
8313,10,0,0,1
8314,2,73,14,10
8315,14,94,6,0
8316,2,30,4,11
8317,4,0,0,2
8318,14,323,23,0
8319,23,13,2,1
8320,7,0,0,0
8321,5,0,0,0
8322,21,33,7,2
8323,8,14,8,0
8324,10,64,9,32
8325,12,17,4,2
8326,8,64,4,9
8327,18,0,0,3
8328,6,53,9,1
8329,9,38,8,14
8330,21,112,16,0
8331,13,29,4,9
8332,24,103,8,41
8333,19,59,11,14
8334,11,0,0,1
8335,14,0,0,0
8336,22,90,8,45
8337,2,0,0,0
8338,2,83,13,13
8340,2,17,4,6
8341,6,66,6,16
8342,6,14,3,7
8343,2,30,3,22
8344,10,19,2,9
8345,2,135,19,0
8346,9,158,13,70
8347,22,0,0,3
8348,5,156,16,15
8349,20,117,7,8
8350,2,0,0,0
8351,3,0,0,1
8352,23,113,7,0
8353,11,63,6,5
8354,17,0,0,4
8355,15,12,2,25
8356,13,31,2,6
8357,5,0,0,0
8358,19,0,0,4
8359,26,0,0,7
8360,3,30,3,5
8361,13,112,19,20
8362,2,0,0,0
8364,12,7,3,0
8365,6,51,5,12
8366,8,20,4,5
8367,2,0,0,1
8368,2,73,9,25
8369,10,45,5,8
8370,2,0,0,0
8371,7,0,0,2
8372,13,0,0,3
8373,27,0,0,1
8374,24,0,0,4
8375,4,0,0,1
8376,22,0,0,0
8377,11,0,0,1
8378,13,0,0,0
8379,17,0,0,0
8380,3,33,4,2
8381,17,55,7,3
8382,2,44,4,3
8383,14,22,3,21
8384,7,0,0,0
8385,2,27,6,4
8386,14,38,9,9
8387,2,0,0,1
8388,17,11,1,0
8390,16,136,13,16
8391,21,101,12,0
8392,12,24,10,8
8393,15,25,2,5
8394,5,54,8,12
8395,2,87,9,0
8396,3,35,3,13
8397,10,0,0,0
8398,8,54,6,1
8399,4,6,1,1
8400,22,0,0,5
8401,34,240,20,16
8402,7,60,7,0
8403,15,133,16,0
8404,23,36,10,0
8405,3,4,1,0
8406,27,78,6,13
8407,12,0,0,3
8408,10,0,0,0
8409,13,29,3,0
8410,6,48,7,0
8411,4,0,0,0
8412,16,86,9,18
8413,4,21,1,8
8414,23,21,12,7
8415,7,58,11,18
8416,23,60,6,47
8417,12,0,0,2
8418,14,24,3,2
8419,22,32,6,2
8420,12,0,0,6
8421,10,67,6,10
8422,19,138,12,4
8423,12,53,4,20
8424,19,0,0,10
8425,4,20,1,8
8426,20,26,4,13
8427,3,0,0,0
8428,3,18,7,0
8429,5,23,4,7
8430,24,0,0,0
8431,27,0,0,0
8432,8,0,0,0
8433,27,15,4,3
8434,7,45,4,6
8435,16,118,13,0
8436,22,5,1,1
8437,8,0,0,3
8438,10,74,8,0
8439,2,0,0,1
8440,3,115,9,30
8441,22,54,6,25
8442,37,35,5,11
8443,10,5,1,0
8444,7,39,3,7
8445,15,36,4,8
8446,2,12,4,5
8447,11,0,0,4
8448,10,6,1,2
8449,36,19,2,2
8451,12,17,6,5
8452,5,38,7,0
8453,22,63,7,0
8454,29,41,4,0
8455,8,25,4,27
8456,3,88,6,8
8457,14,0,0,1
8458,4,5,1,1
8459,18,26,3,13
8460,10,60,6,39
8461,7,15,2,0
8462,12,64,6,25
8463,3,41,4,0
8464,4,0,0,0
8465,24,71,12,23
8466,29,125,8,2
8467,10,0,0,1
8468,8,15,2,10
8469,10,37,5,31
8470,22,0,0,0
8471,12,0,0,5
8472,21,0,0,10
8473,16,0,0,9
8475,10,0,0,2
8476,5,0,0,0
8477,2,0,0,0
8478,32,0,0,5
8479,14,0,0,0
8480,11,119,17,5
8481,1,0,0,0
8482,13,0,0,0
8483,30,58,10,38
8484,13,73,11,12
8485,8,16,7,0
8486,10,72,12,39
8487,15,0,0,0
8488,22,94,7,0
8489,5,113,8,19
8490,13,92,9,0
8491,2,20,6,14
8492,21,0,0,1
8493,7,0,0,1
8494,5,13,3,8
8495,4,39,4,0
8496,15,10,1,7
8497,11,0,0,0
8498,15,214,13,77
8499,17,81,6,10
8501,2,141,16,15
8502,8,19,3,2
8503,13,0,0,0
8504,23,18,1,2
8505,11,85,7,0
8506,22,43,5,8
8507,12,0,0,2
8508,2,37,7,25
8509,9,8,2,10
8510,14,27,8,3
8511,20,0,0,0
8512,3,49,5,0
8513,12,58,6,19
8514,3,163,17,53
8515,21,20,3,5
8516,7,10,1,8
8517,12,0,0,1
8518,5,95,13,0
8519,29,38,13,0
8520,8,103,8,0
8521,6,0,0,0
8522,20,4,1,2
8523,14,63,8,56
8524,22,108,5,40
8525,18,28,3,3
8526,3,60,10,0
8527,4,0,0,0
8528,16,41,3,7
8529,4,38,6,8
8530,2,37,10,0
8531,12,38,4,0
8532,2,0,0,0
8533,14,0,0,0
8534,22,63,5,4
8535,2,0,0,0
8536,3,29,2,1
8537,5,0,0,2
8538,11,35,8,0
8539,11,56,5,5
8540,3,0,0,0
8541,10,0,0,4
8542,7,0,0,0
8543,12,47,5,7
8544,27,0,0,0
8545,25,0,0,0
8546,1,0,0,1
8547,2,0,0,0
8548,11,33,5,1
8549,8,6,4,3
8550,28,146,9,27
8551,16,22,1,4
8552,20,5,1,5
8553,21,40,3,0
8554,2,72,5,27
8555,3,0,0,0
8556,8,85,12,40
8557,9,0,0,2
8558,6,0,0,3
8559,10,36,2,17
8560,15,0,0,0
8562,12,107,12,0
8563,9,12,1,3
8564,2,12,2,1
8565,17,30,3,0
8566,2,36,5,0
8567,21,0,0,3
8568,22,68,5,19
8569,2,12,1,2
8570,38,0,0,0
8571,2,0,0,0
8572,16,0,0,1
8573,11,0,0,2
8574,15,0,0,2
8575,3,0,0,0
8576,15,0,0,0
8577,15,0,0,3
8578,1,0,0,1
8579,12,0,0,5
8580,4,113,12,4
8581,5,12,1,0
8582,10,126,10,10
8583,10,63,6,15
8584,7,75,6,0
8586,14,8,1,1
8587,12,0,0,0
8588,2,153,13,0
8589,24,36,4,17
8590,18,0,0,2
8591,2,160,13,5
8592,32,38,6,21
8593,2,155,12,36
8594,2,0,0,0
8595,10,62,9,14
8596,11,139,12,19
8597,3,0,0,0
8598,19,0,0,1
8599,20,0,0,3
8600,15,8,2,0
8601,21,37,3,18
8602,20,60,8,23
8603,15,109,11,63
8604,7,63,4,4
8605,5,72,10,0
8606,2,36,6,0
8607,6,0,0,2
8608,9,60,5,0
8609,2,17,5,0
8610,20,60,7,0
8612,18,13,1,5
8613,7,140,10,31
8614,3,180,16,0
8615,12,48,6,14
8616,13,0,0,1
8617,6,0,0,3
8618,28,0,0,0
8619,2,222,16,0
8620,14,14,1,3
8621,6,22,7,0
8622,2,129,9,0
8623,5,30,9,8
8624,25,65,7,25
8625,1,0,0,0
8626,5,37,5,9
8627,19,0,0,0
8628,15,30,3,0
8629,18,52,6,10
8630,8,79,7,4
8631,13,122,6,0
8632,4,65,9,3
8633,10,71,7,7
8634,9,29,6,18
8635,8,0,0,0
8636,10,54,8,24
8637,21,0,0,5
8638,2,7,1,0
8639,8,38,3,12
8640,16,112,8,53
8641,6,104,9,14
8642,9,21,2,8
8643,22,42,4,0
8644,24,0,0,3
8645,9,79,6,23
8646,14,34,7,0
8647,13,0,0,0
8648,19,0,0,1
8649,5,28,9,3
8650,16,74,7,9
8651,9,24,3,0
8652,2,50,7,16
8653,8,8,1,2
8654,2,0,0,0
8655,3,156,16,0
8656,2,0,0,0
8657,14,0,0,4
8658,8,88,10,21
8659,15,0,0,0
8660,2,17,2,1
8661,5,0,0,0
8662,18,0,0,5
8663,12,0,0,0
8664,4,14,2,2
8665,21,21,6,5
8666,3,68,6,0
8667,14,0,0,3
8668,21,0,0,4
8669,9,112,9,1
8670,22,0,0,9
8671,15,0,0,7
8673,17,0,0,1
8674,10,0,0,2
8675,7,0,0,1
8676,11,0,0,0
8677,28,0,0,0
8678,47,0,0,0
8679,9,0,0,2
8680,21,11,4,0
8681,3,139,10,0
8682,4,20,4,3
8683,21,13,4,0
8684,14,16,2,0
8685,3,99,17,0
8686,19,22,3,5
8687,2,0,0,0
8688,3,14,1,0
8689,12,66,10,0
8690,13,7,3,0
8691,28,15,1,0
8692,15,102,7,19
8693,20,0,0,1
8694,14,18,4,10
8695,10,10,2,4
8697,9,0,0,0
8698,2,126,11,53
8699,6,29,3,2
8700,5,0,0,1
8701,5,0,0,1
8702,12,0,0,3
8703,18,0,0,3
8704,19,0,0,4
8705,6,0,0,0
8706,7,0,0,0
8707,9,0,0,0
8708,3,0,0,0
8709,5,0,0,2
8710,15,0,0,0
8711,9,0,0,0
8712,10,0,0,0
8713,31,0,0,8
8714,16,0,0,3
8715,8,0,0,0
8716,4,0,0,0
8717,7,0,0,2
8718,21,0,0,4
8719,2,0,0,0
8720,15,0,0,7
8721,15,0,0,0
8723,24,0,0,11
8724,20,0,0,0
8725,5,0,0,1
8726,10,0,0,1
8727,5,0,0,1
8728,8,0,0,0
8729,16,0,0,1
8730,16,0,0,0
8731,15,0,0,1
8732,16,0,0,0
8733,4,0,0,0
8734,6,0,0,3
8735,16,0,0,2
8736,13,0,0,0
8737,16,0,0,1
8738,14,0,0,2
8739,14,0,0,2
8740,20,0,0,4
8741,7,0,0,1
8742,19,0,0,5
8743,5,0,0,0
8744,4,0,0,1
8745,11,0,0,0
8746,9,0,0,2
8747,37,0,0,3
8748,9,0,0,1
8749,12,0,0,3
8750,9,0,0,0
8751,5,0,0,2
8752,21,0,0,0
8753,22,0,0,0
8754,23,0,0,3
8755,11,0,0,3
8756,7,0,0,2
8757,19,0,0,2
8758,31,0,0,0
8759,17,0,0,3
8760,2,0,0,0
8761,18,0,0,4
8762,7,0,0,0
8763,16,0,0,0
8764,6,0,0,1
8765,18,0,0,3
8766,21,0,0,8
8767,17,0,0,1
8768,7,0,0,3
8769,9,0,0,0
8770,15,0,0,1
8771,17,0,0,2
8772,3,0,0,0
8773,34,0,0,8
8774,2,0,0,0
8775,20,0,0,0
8776,4,0,0,1
8777,10,0,0,0
8778,5,0,0,0
8779,16,0,0,1
8780,11,0,0,0
8781,10,0,0,3
8782,2,0,0,0
8784,3,0,0,1
8785,17,0,0,2
8786,26,0,0,0
8787,8,0,0,0
8788,6,0,0,2
8789,7,0,0,1
8790,18,0,0,0
8791,17,0,0,0
8792,19,0,0,0
8793,26,0,0,0
8794,15,0,0,2
8795,9,0,0,0
8796,11,0,0,0
8797,14,0,0,1
8798,21,0,0,1
8799,6,0,0,2
8800,19,19,7,8
8801,8,99,7,35
8802,14,0,0,7
8803,19,152,14,7
8804,11,85,7,0
8805,15,82,6,21
8806,11,56,10,10
8808,2,0,0,0
8809,2,17,1,0
8810,16,39,5,2
8811,16,0,0,2
8812,21,105,7,10
8813,3,109,13,9
8814,13,85,6,6
8815,2,0,0,0
8816,7,100,9,13
8817,2,0,0,0
8818,17,34,4,23
8819,13,0,0,0
8820,2,48,6,0
8821,2,53,7,0
8822,10,61,4,0
8823,9,0,0,1
8824,21,52,6,0
8825,4,43,4,0
8826,10,29,2,8
8827,26,0,0,4
8828,6,71,7,17
8829,25,14,2,0
8830,6,21,4,3
8831,6,47,6,2
8832,22,0,0,4
8834,36,46,3,1
8835,8,54,6,8
8836,22,77,5,1
8837,6,0,0,0
8838,35,77,9,46
8839,12,82,12,20
8840,4,36,3,12
8841,12,73,5,24
8842,15,0,0,4
8843,10,129,12,23
8844,15,0,0,2
8845,10,0,0,2
8846,18,27,3,7
8847,11,0,0,0
8848,36,68,7,16
8849,22,12,1,6
8850,5,133,13,55
8851,2,20,2,9
8852,12,0,0,9
8853,15,29,4,22
8854,6,0,0,1
8855,25,69,16,0
8856,20,12,4,0
8857,29,0,0,0
8858,2,0,0,0
8859,12,297,19,0
8860,8,0,0,1
8861,14,14,2,9
8862,8,41,9,24
8863,14,41,4,26
8864,17,0,0,0
8865,14,53,4,22
8866,13,4,1,3
8867,3,0,0,0
8868,3,170,12,0
8869,13,14,1,0
8870,15,0,0,1
8871,16,0,0,0
8872,6,0,0,0
8873,22,0,0,0
8874,6,0,0,0
8875,5,0,0,1
8876,15,0,0,1
8877,13,0,0,2
8878,15,0,0,0
8879,22,0,0,1
8880,27,50,3,0
8881,9,41,3,0
8882,6,0,0,2
8883,5,49,5,0
8884,21,8,1,5
8885,9,28,6,1
8886,18,15,2,8
8887,2,0,0,0
8888,17,21,3,1
8889,21,14,1,7
8890,13,0,0,0
8891,19,24,4,7
8892,22,0,0,3
8893,7,0,0,1
8895,18,102,9,13
8896,14,8,1,0
8897,7,0,0,2
8898,10,42,4,0
8899,23,60,6,1
8900,50,71,8,21
8901,3,0,0,0
8902,8,118,9,11
8903,14,5,3,4
8904,7,32,5,7
8905,9,29,3,0
8906,43,153,9,18
8907,12,0,0,1
8908,15,89,10,0
8909,13,74,7,9
8910,9,62,7,14
8911,20,63,4,13
8912,8,31,3,7
8913,22,0,0,3
8914,1,5,3,1
8915,8,128,8,0
8916,21,61,10,0
8917,16,0,0,0
8919,11,25,2,0
8920,3,12,3,0
8921,19,36,5,27
8922,26,10,2,12
8923,2,74,7,27
8924,22,128,12,0
8925,16,41,2,2
8926,2,4,2,0
8927,6,0,0,1
8928,34,102,12,17
8929,17,46,6,8
8930,13,52,5,0
8931,7,43,8,7
8932,10,10,1,2
8933,2,86,9,0
8934,16,96,12,49
8935,24,19,2,0
8936,15,6,2,5
8937,16,0,0,3
8938,10,8,2,6
8939,24,182,16,76
8940,23,31,12,10
8941,5,36,4,7
8942,15,46,3,0
8943,14,0,0,0
8945,28,31,4,17
8946,23,12,2,11
